Series 1,Series 2,Series 3
-0.263142093430895,1.3903853755152051,0.37354507238608375
0.6897417760551641,-0.04255115587389661,0.2482819183091862
-0.32509169986684233,0.013991376564292656,0.04368125080937249
-1.0557290557656305,-0.1923908981538218,-0.07721861011850194
0.6846742711298698,-1.809108490419104,0.2862203642712305
0.7451960352633512,1.8480952278051654,-1.9764709416005024
-0.045249514774387205,0.17643580525250627,1.9154198156193534
-0.5063379109651635,-0.7132621226119621,0.06716217985175187
0.408905109815917,0.495015769565696,-0.6102432675645525
-0.4548876584316494,-2.2165082042534268,-0.37739197868815916
0.5977551782640531,1.6354806988911774,0.6056181144719801
0.0035596838170562093,-0.023944542377959083,-0.7697334999241973
-0.5343214761991243,0.4197176995636724,1.1348709847340874
-0.5369301469009226,-0.19276946427362038,-0.6707465549292271
0.025704528255719703,0.38378966545443804,0.5896961320343601
-0.2545882146135634,-1.3240876730126065,0.00071694804184378
1.1765848141897468,1.4145058220055098,-0.22505527651958188
-0.9113301645489668,-0.5221255436872762,-1.4469585717243085
0.2613032434338828,0.5993842294401135,-0.3297238856821939
0.5541724421103654,-0.4163933377378078,1.5168149186032955
-1.8349670434350078,0.3756770809079352,0.13796213829718887
1.618410481490297,-1.1946817311432505,0.027172174827798327
-1.5048373176539065,0.3837476518728423,-2.3866492450121273
1.6941195828429472,0.8211002758719469,1.5398282897420987
-0.16861142385169361,-0.5268292193811214,0.8652328022395914
-1.0495853366034305,0.35365144893976846,0.2710091703006404
1.3383669050736586,-0.5080364889558897,-0.8074286961714039
-1.2006958562550283,-0.9109145518809098,-2.177443865101888
1.1671480102265088,-0.8721434081065224,2.0168033764233266
-1.0653762927724526,0.729048554612747,0.5877017312329293
0.8223010954624107,1.1370600421096713,-0.7800454565494392
0.27445298391789696,-2.021743113400814,0.1250033116886978
-0.25393177954960217,1.290585693306036,0.5892558351704221
